구분	일자 일시	차량구분	위도	경도
RM	2024-11-30 00:07:39.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:40.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:41.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:42.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:43.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:44.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:45.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:46.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:47.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:48.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:49.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:50.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:51.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:52.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:53.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:54.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:55.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:56.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:57.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:58.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:07:59.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:00.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:01.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:02.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:03.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:04.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:05.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:06.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:07.00	1222985050	37.648048	126.892128
RM	2024-11-30 00:08:08.00	1222985050	37.648096	126.892256
RM	2024-11-30 00:08:09.00	1222985050	37.648100	126.892288
RM	2024-11-30 00:08:10.00	1222985050	37.648112	126.892312
RM	2024-11-30 00:08:11.00	1222985050	37.648024	126.892376
RM	2024-11-30 00:08:12.00	1222985050	37.648020	126.892416
RM	2024-11-30 00:08:13.00	1222985050	37.648032	126.892448
RM	2024-11-30 00:08:14.00	1222985050	37.648040	126.892472
RM	2024-11-30 00:08:15.00	1222985050	37.648048	126.892472
RM	2024-11-30 00:08:16.00	1222985050	37.648048	126.892472
RM	2024-11-30 00:08:17.00	1222985050	37.648056	126.892480
RM	2024-11-30 00:08:18.00	1222985050	37.648056	126.892480
RM	2024-11-30 00:08:19.00	1222985050	37.648056	126.892480
